STATE_NAME,HOUSE_OF_PARLIAMENT,TENURE,Sno,MP_NAME,HOUSE_NAME,CONSTITUENCY,ALLOCATED_AMT,TENURE_START_DATE,TENURE_END_DATE,Total_Amt,allocated_amount,state,constituency,mp_name,work_id,work_recommendation_dtl_id
Karnataka,2,18th Lok Sabha,160.0,DR.K.SUDHAKAR,Lok Sabha,CHIKBALLAPUR,147083957.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147140244.06,Karnataka,CHIKBALLAPUR,DR.K.SUDHAKAR,,
Telangana,2,18th Lok Sabha,161.0,DR.MALLU RAVI,Lok Sabha,NAGARKURNOOL(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Telangana,NAGARKURNOOL(SC),DR.MALLU RAVI,,
Jharkhand,2,18th Lok Sabha,162.0,DULU MAHATO,Lok Sabha,DHANBAD,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Jharkhand,DHANBAD,DULU MAHATO,,
Tamil Nadu,2,18th Lok Sabha,163.0,DURAI VAIKO,Lok Sabha,TIRUCHIRAPPALLI,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Tamil Nadu,TIRUCHIRAPPALLI,DURAI VAIKO,,
Madhya Pradesh,2,18th Lok Sabha,164.0,Durga Das Uikey ,Lok Sabha,BETUL(ST),151569502.91,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,151627506.41,Madhya Pradesh,BETUL(ST),Durga Das Uikey ,,
Rajasthan,2,18th Lok Sabha,165.0,Dushyant Singh,Lok Sabha,JHALAWAR-BARAN,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Rajasthan,JHALAWAR-BARAN,Dushyant Singh,,
Karnataka,2,18th Lok Sabha,166.0,E. TUKARAM,Lok Sabha,BELLARY(ST),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Karnataka,BELLARY(ST),E. TUKARAM,,
Kerala,2,18th Lok Sabha,167.0,E.T. MOHAMMED BASHEER,Lok Sabha,MALAPPURAM,163895872.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,163958592.74,Kerala,MALAPPURAM,E.T. MOHAMMED BASHEER,,
Telangana,2,18th Lok Sabha,168.0,EATALA RAJENDER,Lok Sabha,MALKAJGIRI,327477390.86,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,327602711.82,Telangana,MALKAJGIRI,EATALA RAJENDER,,
Tamil Nadu,2,18th Lok Sabha,169.0,ESWARASAMY K,Lok Sabha,POLLACHI,162315106.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,162377221.8,Tamil Nadu,POLLACHI,ESWARASAMY K,,
Madhya Pradesh,2,18th Lok Sabha,170.0,Faggan Singh Kulaste,Lok Sabha,MANDLA(ST),151861648.41,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,151919763.71,Madhya Pradesh,MANDLA(ST),Faggan Singh Kulaste,,
Karnataka,2,18th Lok Sabha,171.0,G. KUMAR NAIK,Lok Sabha,RAICHUR(ST),147066591.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147122871.41,Karnataka,RAICHUR(ST),G. KUMAR NAIK,,
Maharashtra,2,18th Lok Sabha,172.0,GAIKWAD VARSHA EKNATH,Lok Sabha,MUMBAI NORTH-CENTRAL,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Maharashtra,MUMBAI NORTH-CENTRAL,GAIKWAD VARSHA EKNATH,,
Madhya Pradesh,2,18th Lok Sabha,173.0,Gajendra Singh Patel,Lok Sabha,KHARGONE(ST),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Madhya Pradesh,KHARGONE(ST),Gajendra Singh Patel,,
Rajasthan,2,18th Lok Sabha,174.0,Gajendra Singh Shekhawat,Lok Sabha,JODHPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Rajasthan,JODHPUR,Gajendra Singh Shekhawat,,
Tamil Nadu,2,18th Lok Sabha,175.0,GANAPATHY RAJKUMAR P,Lok Sabha,COIMBATORE,147370490.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147426886.71,Tamil Nadu,COIMBATORE,GANAPATHY RAJKUMAR P,,
Tamil Nadu,2,18th Lok Sabha,176.0,Ganesan Selvam,Lok Sabha,KANCHEEPURAM(SC),186508749.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,186580123.37,Tamil Nadu,KANCHEEPURAM(SC),Ganesan Selvam,,
Madhya Pradesh,2,18th Lok Sabha,177.0,Ganesh Singh,Lok Sabha,SATNA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Madhya Pradesh,SATNA,Ganesh Singh,,
Assam,2,18th Lok Sabha,178.0,GAURAV GOGOI,Lok Sabha,JORHAT,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Assam,JORHAT,GAURAV GOGOI,,
Gujarat,2,18th Lok Sabha,179.0,GENIBEN NAGAJI THAKOR,Lok Sabha,BANASKANTHA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Gujarat,BANASKANTHA,GENIBEN NAGAJI THAKOR,,
Bihar,2,18th Lok Sabha,180.0,Giridhari Yadav,Lok Sabha,BANKA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,BANKA,Giridhari Yadav,,
Bihar,2,18th Lok Sabha,181.0,Giriraj Singh,Lok Sabha,BEGUSARAI,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,BEGUSARAI,Giriraj Singh,,
Andhra Pradesh,2,18th Lok Sabha,182.0,GM Harish Balayogi,Lok Sabha,AMALAPURAM(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Andhra Pradesh,AMALAPURAM(SC),GM Harish Balayogi,,
Telangana,2,18th Lok Sabha,183.0,GODAM NAGESH,Lok Sabha,ADILABAD(ST),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Telangana,ADILABAD(ST),GODAM NAGESH,,
Tamil Nadu,2,18th Lok Sabha,184.0,GOPINATH K,Lok Sabha,KRISHNAGIRI,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Tamil Nadu,KRISHNAGIRI,GOPINATH K,,
Karnataka,2,18th Lok Sabha,185.0,GOVIND MAKTHAPPA KARJOL,Lok Sabha,CHITRADURGA(SC),177317841.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,177385698.14,Karnataka,CHITRADURGA(SC),GOVIND MAKTHAPPA KARJOL,,
Andhra Pradesh,2,18th Lok Sabha,186.0,Gumma Thanuja Rani,Lok Sabha,ARAKU(ST),149458905.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,149516100.92,Andhra Pradesh,ARAKU(ST),Gumma Thanuja Rani,,
Punjab,2,18th Lok Sabha,187.0,GURMEET SINGH MEET HAYER,Lok Sabha,SANGRUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Punjab,SANGRUR,GURMEET SINGH MEET HAYER,,
Madhya Pradesh,2,18th Lok Sabha,188.0,Gyaneshwar Patil,Lok Sabha,KHANDWA,155690684.77,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,155750265.39,Madhya Pradesh,KHANDWA,Gyaneshwar Patil,,
Karnataka,2,18th Lok Sabha,189.0,H.D. KUMARASWAMY,Lok Sabha,MANDYA,147000000.0,"Jul 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Karnataka,MANDYA,H.D. KUMARASWAMY,,
Uttar Pradesh,2,18th Lok Sabha,190.0,HARENDRA SINGH MALIK,Lok Sabha,MUZAFFARNAGAR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,MUZAFFARNAGAR,HARENDRA SINGH MALIK,,
Gujarat,2,18th Lok Sabha,191.0,HARIBHAI PATEL,Lok Sabha,MAHESANA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Gujarat,MAHESANA,HARIBHAI PATEL,,
Rajasthan,2,18th Lok Sabha,192.0,HARISH CHANDRA MEENA,Lok Sabha,TONK-SAWAI MADHOPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Rajasthan,TONK-SAWAI MADHOPUR,HARISH CHANDRA MEENA,,
Delhi,2,18th Lok Sabha,193.0,Harsh Malhotra,Lok Sabha,EAST DELHI,147134131.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147190437.15,Delhi,EAST DELHI,Harsh Malhotra,,
Gujarat,2,18th Lok Sabha,194.0,Hasmukh Bhai Soma Bhai Patel,Lok Sabha,AHMEDABAD EAST,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Gujarat,AHMEDABAD EAST,Hasmukh Bhai Soma Bhai Patel,,
Uttar Pradesh,2,18th Lok Sabha,195.0,IMRAN MASOOD,Lok Sabha,SAHARANPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,SAHARANPUR,IMRAN MASOOD,,
Sikkim,2,18th Lok Sabha,196.0,Indra Hang Subba,Lok Sabha,SIKKIM,152003923.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,152062092.86,Sikkim,SIKKIM,Indra Hang Subba,,
Uttar Pradesh,2,18th Lok Sabha,197.0,IQRA CHOUDHARY,Lok Sabha,KAIRANA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,KAIRANA,IQRA CHOUDHARY,,
West Bengal,2,18th Lok Sabha,198.0,ISHA KHAN CHOUDHURY,Lok Sabha,MALDAHA DAKSHIN,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,MALDAHA DAKSHIN,ISHA KHAN CHOUDHURY,,
West Bengal,2,18th Lok Sabha,199.0,JAGADISH CHANDRA BARMA BASUNIA,Lok Sabha,COOCHBEHAR(SC),168604641.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,168669163.72,West Bengal,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,
Karnataka,2,18th Lok Sabha,200.0,JAGADISH SHETTAR,Lok Sabha,BELGAUM,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Karnataka,BELGAUM,JAGADISH SHETTAR,,
West Bengal,2,18th Lok Sabha,201.0,Jagannath Sarkar,Lok Sabha,RANAGHAT(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,RANAGHAT(SC),Jagannath Sarkar,,
Uttar Pradesh,2,18th Lok Sabha,202.0,Jagdambika Pal,Lok Sabha,DOMARIYAGANJ,160643957.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,160705433.28,Uttar Pradesh,DOMARIYAGANJ,Jagdambika Pal,,
Haryana,2,18th Lok Sabha,203.0,JAI PARKASH,Lok Sabha,HISAR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Haryana,HISAR,JAI PARKASH,,
Uttar Pradesh,2,18th Lok Sabha,204.0,Jai Prakash,Lok Sabha,HARDOI (SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,HARDOI (SC),Jai Prakash,,
Madhya Pradesh,2,18th Lok Sabha,205.0,Janardan Mishra,Lok Sabha,REWA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Madhya Pradesh,REWA,Janardan Mishra,,
Gujarat,2,18th Lok Sabha,206.0,JASHUBHAI BHILUBHAI RATHVA,Lok Sabha,CHHOTA UDAIPUR(ST),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Gujarat,CHHOTA UDAIPUR(ST),JASHUBHAI BHILUBHAI RATHVA,,
Gujarat,2,18th Lok Sabha,207.0,Jaswantsinh Sumanbhai Bhabhor,Lok Sabha,DAHOD(ST),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,,
Bihar,2,18th Lok Sabha,208.0,JITAN RAM MANJHI,Lok Sabha,GAYA (SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,GAYA (SC),JITAN RAM MANJHI,,
Uttar Pradesh,2,18th Lok Sabha,209.0,JITENDRA KUMAR DOHARE,Lok Sabha,ETAWAH(SC),188747306.26,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,188819537.18,Uttar Pradesh,ETAWAH(SC),JITENDRA KUMAR DOHARE,,
Jammu And Kashmir,2,18th Lok Sabha,210.0,Jitendra Singh,Lok Sabha,UDHAMPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Jammu And Kashmir,UDHAMPUR,Jitendra Singh,,
Uttar Pradesh,2,18th Lok Sabha,211.0,JITIN PRASADA,Lok Sabha,PILIBHIT,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,PILIBHIT,JITIN PRASADA,,
Jharkhand,2,18th Lok Sabha,212.0,JOBA MAJHI,Lok Sabha,SINGHBHUM(ST),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Jharkhand,SINGHBHUM(ST),JOBA MAJHI,,
Assam,2,18th Lok Sabha,213.0,JOYANTA BASUMATARY,Lok Sabha,KOKRAJHAR (ST),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Assam,KOKRAJHAR (ST),JOYANTA BASUMATARY,,
West Bengal,2,18th Lok Sabha,214.0,JUNE MALIAH,Lok Sabha,MEDINIPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,MEDINIPUR,JUNE MALIAH,,
Madhya Pradesh,2,18th Lok Sabha,215.0,JYOTIRADITYA M. SCINDIA,Lok Sabha,GUNA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,147056254.82,Madhya Pradesh,GUNA,JYOTIRADITYA M. SCINDIA,,
Chhattisgarh,2,18th Lok Sabha,216.0,Jyotsna Charandas Mahant ,Lok Sabha,KORBA,155153738.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,155213113.25,Chhattisgarh,KORBA,Jyotsna Charandas Mahant ,,
Tamil Nadu,2,18th Lok Sabha,217.0,K E PRAKASH,Lok Sabha,ERODE,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Tamil Nadu,ERODE,K E PRAKASH,,
Kerala,2,18th Lok Sabha,218.0,K RADHAKRISHNAN,Lok Sabha,ALATHUR(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Kerala,ALATHUR(SC),K RADHAKRISHNAN,,
Tamil Nadu,2,18th Lok Sabha,219.0,K Subbarayan,Lok Sabha,TIRUPPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Tamil Nadu,TIRUPPUR,K Subbarayan,,
Kerala,2,18th Lok Sabha,220.0,K. C VENUGOPAL,Lok Sabha,ALAPPUZHA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Kerala,ALAPPUZHA,K. C VENUGOPAL,,
Karnataka,2,18th Lok Sabha,221.0,K. RAJASHEKAR BASAVARAJ HITNAL,Lok Sabha,KOPPAL,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Karnataka,KOPPAL,K. RAJASHEKAR BASAVARAJ HITNAL,,
Telangana,2,18th Lok Sabha,222.0,KADIYAM KAVYA,Lok Sabha,WARANGEL(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Telangana,WARANGEL(SC),KADIYAM KAVYA,,
West Bengal,2,18th Lok Sabha,223.0,Kakoli Ghosh Dastidar ,Lok Sabha,BARASAT,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,BARASAT,Kakoli Ghosh Dastidar ,,
The Dadra And Nagar Haveli And Daman And Diu,2,18th Lok Sabha,224.0,Kalaben Mohanbhai Delkar,Lok Sabha,DADRA & NAGAR HAVELI (ST),269500000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,269603133.84,The Dadra And Nagar Haveli And Daman And Diu,DADRA & NAGAR HAVELI (ST),Kalaben Mohanbhai Delkar,,
Tamil Nadu,2,18th Lok Sabha,225.0,Kalanidhi Veeraswamy,Lok Sabha,CHENNAI NORTH,171500000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,171565630.62,Tamil Nadu,CHENNAI NORTH,Kalanidhi Veeraswamy,,
Jharkhand,2,18th Lok Sabha,226.0,KALI CHARAN MUNDA,Lok Sabha,KHUNTI(ST),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Jharkhand,KHUNTI(ST),KALI CHARAN MUNDA,,
Jharkhand,2,18th Lok Sabha,227.0,KALI CHARAN SINGH,Lok Sabha,CHATRA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Jharkhand,CHATRA,KALI CHARAN SINGH,,
West Bengal,2,18th Lok Sabha,228.0,KALIPADA SAREN,Lok Sabha,JHARGRAM(ST),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,JHARGRAM(ST),KALIPADA SAREN,,
West Bengal,2,18th Lok Sabha,229.0,Kalyan Banerjee,Lok Sabha,SREERAMPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,SREERAMPUR,Kalyan Banerjee,,
Maharashtra,2,18th Lok Sabha,230.0,KALYAN VAIJINATHRAO KALE,Lok Sabha,JALNA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Maharashtra,JALNA,KALYAN VAIJINATHRAO KALE,,
Assam,2,18th Lok Sabha,231.0,KAMAKHYA PRASAD TASA,Lok Sabha,Kaziranga,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Assam,Kaziranga,KAMAKHYA PRASAD TASA,,
Delhi,2,18th Lok Sabha,232.0,Kamaljeet Sehrawat,Lok Sabha,WEST DELHI,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Delhi,WEST DELHI,Kamaljeet Sehrawat,,
Chhattisgarh,2,18th Lok Sabha,233.0,KAMLESH JANGDE,Lok Sabha,JANJGIR CHAMPA(SC),150384382.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,150441932.09,Chhattisgarh,JANJGIR CHAMPA(SC),KAMLESH JANGDE,,
Uttar Pradesh,2,18th Lok Sabha,234.0,Kamlesh Paswan,Lok Sabha,BANSGAON(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,BANSGAON(SC),Kamlesh Paswan,,
Himachal Pradesh,2,18th Lok Sabha,235.0,Kangana Ranaut,Lok Sabha,MANDI,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Himachal Pradesh,MANDI,Kangana Ranaut,,
Tamil Nadu,2,18th Lok Sabha,236.0,Kani K Navas,Lok Sabha,RAMANATHAPURAM,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Tamil Nadu,RAMANATHAPURAM,Kani K Navas,,
Tamil Nadu,2,18th Lok Sabha,237.0,Kanimozhi Karunanidhi,Lok Sabha,THOOTHUKKUDI,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Tamil Nadu,THOOTHUKKUDI,Kanimozhi Karunanidhi,,
Uttar Pradesh,2,18th Lok Sabha,238.0,KANWAR SINGH TANWAR,Lok Sabha,AMROHA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,147056254.82,Uttar Pradesh,AMROHA,KANWAR SINGH TANWAR,,
Uttar Pradesh,2,18th Lok Sabha,239.0,KARAN BHUSHAN SINGH,Lok Sabha,KAISERGANJ,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,KAISERGANJ,KARAN BHUSHAN SINGH,,
West Bengal,2,18th Lok Sabha,240.0,KARTICK CHANDRA PAUL,Lok Sabha,RAIGANJ,202677986.56,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,202755548.56,West Bengal,RAIGANJ,KARTICK CHANDRA PAUL,,
Bihar,2,18th Lok Sabha,241.0,Kaushalendra Kumar,Lok Sabha,NALANDA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,NALANDA,Kaushalendra Kumar,,
West Bengal,2,18th Lok Sabha,242.0,Khagen Murmu,Lok Sabha,MALDAHA UTTAR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,MALDAHA UTTAR,Khagen Murmu,,
West Bengal,2,18th Lok Sabha,243.0,Khalilur Rahaman ,Lok Sabha,JANGIPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,JANGIPUR,Khalilur Rahaman ,,
Andhra Pradesh,2,18th Lok Sabha,244.0,Kinjarapu Ram Mohan Naidu,Lok Sabha,SRIKAKULAM,171200630.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,171266146.17,Andhra Pradesh,SRIKAKULAM,Kinjarapu Ram Mohan Naidu,,
Arunachal Pradesh,2,18th Lok Sabha,245.0,Kiren Rijiju,Lok Sabha,ARUNACHAL WEST,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Arunachal Pradesh,ARUNACHAL WEST,Kiren Rijiju,,
Uttar Pradesh,2,18th Lok Sabha,246.0,Kirti Vardhan Singh,Lok Sabha,GONDA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,147056254.82,Uttar Pradesh,GONDA,Kirti Vardhan Singh,,
Telangana,2,18th Lok Sabha,247.0,Kishan Reddy Gangapuram,Lok Sabha,SECUNDERABAD,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Telangana,SECUNDERABAD,Kishan Reddy Gangapuram,,
Uttar Pradesh,2,18th Lok Sabha,248.0,KISHORI LAL,Lok Sabha,AMETHI,171500000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,171565630.62,Uttar Pradesh,AMETHI,KISHORI LAL,,
Telangana,2,18th Lok Sabha,249.0,KONDA VISHWESHWAR REDDY,Lok Sabha,CHELVELLA,233721420.96,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,233810862.84,Telangana,CHELVELLA,KONDA VISHWESHWAR REDDY,,
Karnataka,2,18th Lok Sabha,250.0,KOTA SRINIVAS POOJARY,Lok Sabha,UDUPI CHIKMAGALUR,151126112.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,151183945.93,Karnataka,UDUPI CHIKMAGALUR,KOTA SRINIVAS POOJARY,,
Assam,2,18th Lok Sabha,251.0,Kripanath Mallah,Lok Sabha,KARIMGANJ (SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Assam,KARIMGANJ (SC),Kripanath Mallah,,
Haryana,2,18th Lok Sabha,252.0,Krishan Pal Gurjar,Lok Sabha,FARIDABAD,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,147056254.82,Haryana,FARIDABAD,Krishan Pal Gurjar,,
Uttar Pradesh,2,18th Lok Sabha,253.0,KRISHNA DEVI SHIVSHANKER PATEL,Lok Sabha,BANDA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,BANDA,KRISHNA DEVI SHIVSHANKER PATEL,,
Andhra Pradesh,2,18th Lok Sabha,254.0,Krishna Prasad Tenneti,Lok Sabha,BAPATLA,167796849.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,167861062.59,Andhra Pradesh,BAPATLA,Krishna Prasad Tenneti,,
Tripura,2,18th Lok Sabha,255.0,KRITI DEVI DEBBARMAN,Lok Sabha,TRIPURA EAST(ST),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Tripura,TRIPURA EAST(ST),KRITI DEVI DEBBARMAN,,
Rajasthan,2,18th Lok Sabha,256.0,KULDEEP INDORA,Lok Sabha,GANGANAGAR(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Rajasthan,GANGANAGAR(SC),KULDEEP INDORA,,
Telangana,2,18th Lok Sabha,257.0,KUNDURU RAGHUVEER,Lok Sabha,NALGONDA,162952022.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,163014381.43,Telangana,NALGONDA,KUNDURU RAGHUVEER,,
Uttar Pradesh,2,18th Lok Sabha,258.0,LALJI VERMA,Lok Sabha,AMBEDKAR NAGAR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,AMBEDKAR NAGAR,LALJI VERMA,,
